ticker,company,collect_date,window_type,earnings_date,offset_from_ed,source_event_ticker
GOOGL,Alphabet,2023-10-19,sentiment_spillover,2023-10-26,-7,AMZN
NVDA,NVIDIA,2023-10-19,sentiment_spillover,2023-10-26,-7,AMZN
META,Meta,2023-10-19,sentiment_spillover,2023-10-26,-7,AMZN
TSLA,Tesla,2023-10-19,sentiment_spillover,2023-10-26,-7,AMZN
AAPL,Apple,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
MSFT,Microsoft,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
GOOGL,Alphabet,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
NVDA,NVIDIA,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
META,Meta,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
TSLA,Tesla,2023-09-26,quiet_spillover,2023-10-26,-30,AMZN
AAPL,Apple,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
MSFT,Microsoft,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
GOOGL,Alphabet,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
NVDA,NVIDIA,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
META,Meta,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
TSLA,Tesla,2023-09-25,quiet_spillover,2023-10-26,-31,AMZN
AAPL,Apple,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
MSFT,Microsoft,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
GOOGL,Alphabet,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
NVDA,NVIDIA,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
META,Meta,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
TSLA,Tesla,2023-09-24,quiet_spillover,2023-10-26,-32,AMZN
AAPL,Apple,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
MSFT,Microsoft,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
GOOGL,Alphabet,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
NVDA,NVIDIA,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
META,Meta,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
TSLA,Tesla,2023-09-23,quiet_spillover,2023-10-26,-33,AMZN
AAPL,Apple,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
MSFT,Microsoft,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
GOOGL,Alphabet,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
NVDA,NVIDIA,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
META,Meta,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
TSLA,Tesla,2023-09-22,quiet_spillover,2023-10-26,-34,AMZN
AAPL,Apple,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
MSFT,Microsoft,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
GOOGL,Alphabet,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
NVDA,NVIDIA,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
META,Meta,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
TSLA,Tesla,2023-09-21,quiet_spillover,2023-10-26,-35,AMZN
AAPL,Apple,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
MSFT,Microsoft,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
GOOGL,Alphabet,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
NVDA,NVIDIA,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
META,Meta,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
TSLA,Tesla,2023-09-20,quiet_spillover,2023-10-26,-36,AMZN
AAPL,Apple,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
MSFT,Microsoft,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
GOOGL,Alphabet,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
NVDA,NVIDIA,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
META,Meta,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
TSLA,Tesla,2023-09-19,quiet_spillover,2023-10-26,-37,AMZN
AAPL,Apple,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
MSFT,Microsoft,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
GOOGL,Alphabet,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
NVDA,NVIDIA,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
META,Meta,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
TSLA,Tesla,2023-08-02,sentiment_spillover,2023-08-03,-1,AMZN
AAPL,Apple,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
MSFT,Microsoft,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
GOOGL,Alphabet,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
NVDA,NVIDIA,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
META,Meta,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
TSLA,Tesla,2023-08-01,sentiment_spillover,2023-08-03,-2,AMZN
AAPL,Apple,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
MSFT,Microsoft,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
GOOGL,Alphabet,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
NVDA,NVIDIA,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
META,Meta,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
TSLA,Tesla,2023-07-31,sentiment_spillover,2023-08-03,-3,AMZN
AAPL,Apple,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
MSFT,Microsoft,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
GOOGL,Alphabet,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
NVDA,NVIDIA,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
META,Meta,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
TSLA,Tesla,2023-07-30,sentiment_spillover,2023-08-03,-4,AMZN
AAPL,Apple,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
MSFT,Microsoft,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
GOOGL,Alphabet,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
NVDA,NVIDIA,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
META,Meta,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
TSLA,Tesla,2023-07-29,sentiment_spillover,2023-08-03,-5,AMZN
AAPL,Apple,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
MSFT,Microsoft,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
GOOGL,Alphabet,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
NVDA,NVIDIA,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
META,Meta,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
TSLA,Tesla,2023-07-28,sentiment_spillover,2023-08-03,-6,AMZN
AAPL,Apple,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
MSFT,Microsoft,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
GOOGL,Alphabet,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
NVDA,NVIDIA,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
META,Meta,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
TSLA,Tesla,2023-07-27,sentiment_spillover,2023-08-03,-7,AMZN
AAPL,Apple,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
MSFT,Microsoft,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
GOOGL,Alphabet,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
NVDA,NVIDIA,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
META,Meta,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
TSLA,Tesla,2023-07-04,quiet_spillover,2023-08-03,-30,AMZN
AAPL,Apple,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
MSFT,Microsoft,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
GOOGL,Alphabet,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
NVDA,NVIDIA,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
META,Meta,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
TSLA,Tesla,2023-07-03,quiet_spillover,2023-08-03,-31,AMZN
AAPL,Apple,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
MSFT,Microsoft,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
GOOGL,Alphabet,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
NVDA,NVIDIA,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
META,Meta,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
TSLA,Tesla,2023-07-02,quiet_spillover,2023-08-03,-32,AMZN
AAPL,Apple,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
MSFT,Microsoft,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
GOOGL,Alphabet,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
NVDA,NVIDIA,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
META,Meta,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
TSLA,Tesla,2023-07-01,quiet_spillover,2023-08-03,-33,AMZN
AAPL,Apple,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
MSFT,Microsoft,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
GOOGL,Alphabet,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
NVDA,NVIDIA,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
META,Meta,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
TSLA,Tesla,2023-06-30,quiet_spillover,2023-08-03,-34,AMZN
AAPL,Apple,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
MSFT,Microsoft,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
GOOGL,Alphabet,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
NVDA,NVIDIA,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
META,Meta,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
TSLA,Tesla,2023-06-29,quiet_spillover,2023-08-03,-35,AMZN
AAPL,Apple,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
MSFT,Microsoft,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
GOOGL,Alphabet,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
NVDA,NVIDIA,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
META,Meta,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
TSLA,Tesla,2023-06-28,quiet_spillover,2023-08-03,-36,AMZN
AAPL,Apple,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
MSFT,Microsoft,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
GOOGL,Alphabet,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
NVDA,NVIDIA,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
META,Meta,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
TSLA,Tesla,2023-06-27,quiet_spillover,2023-08-03,-37,AMZN
AAPL,Apple,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
MSFT,Microsoft,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
GOOGL,Alphabet,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
NVDA,NVIDIA,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
META,Meta,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
TSLA,Tesla,2023-04-26,sentiment_spillover,2023-04-27,-1,AMZN
AAPL,Apple,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
MSFT,Microsoft,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
GOOGL,Alphabet,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
NVDA,NVIDIA,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
META,Meta,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
TSLA,Tesla,2023-04-25,sentiment_spillover,2023-04-27,-2,AMZN
AAPL,Apple,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
MSFT,Microsoft,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
GOOGL,Alphabet,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
NVDA,NVIDIA,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
META,Meta,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
TSLA,Tesla,2023-04-24,sentiment_spillover,2023-04-27,-3,AMZN
AAPL,Apple,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
MSFT,Microsoft,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
GOOGL,Alphabet,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
NVDA,NVIDIA,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
META,Meta,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
TSLA,Tesla,2023-04-23,sentiment_spillover,2023-04-27,-4,AMZN
AAPL,Apple,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
MSFT,Microsoft,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
GOOGL,Alphabet,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
NVDA,NVIDIA,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
META,Meta,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
TSLA,Tesla,2023-04-22,sentiment_spillover,2023-04-27,-5,AMZN
AAPL,Apple,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
MSFT,Microsoft,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
GOOGL,Alphabet,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
NVDA,NVIDIA,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
META,Meta,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
TSLA,Tesla,2023-04-21,sentiment_spillover,2023-04-27,-6,AMZN
AAPL,Apple,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
MSFT,Microsoft,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
GOOGL,Alphabet,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
NVDA,NVIDIA,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
META,Meta,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
TSLA,Tesla,2023-04-20,sentiment_spillover,2023-04-27,-7,AMZN
AAPL,Apple,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
MSFT,Microsoft,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
GOOGL,Alphabet,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
NVDA,NVIDIA,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
META,Meta,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
TSLA,Tesla,2023-03-28,quiet_spillover,2023-04-27,-30,AMZN
AAPL,Apple,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
MSFT,Microsoft,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
GOOGL,Alphabet,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
NVDA,NVIDIA,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
META,Meta,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
TSLA,Tesla,2023-03-27,quiet_spillover,2023-04-27,-31,AMZN
AAPL,Apple,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
MSFT,Microsoft,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
GOOGL,Alphabet,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
NVDA,NVIDIA,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
META,Meta,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
TSLA,Tesla,2023-03-26,quiet_spillover,2023-04-27,-32,AMZN
AAPL,Apple,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
MSFT,Microsoft,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
GOOGL,Alphabet,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
NVDA,NVIDIA,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
META,Meta,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
TSLA,Tesla,2023-03-25,quiet_spillover,2023-04-27,-33,AMZN
AAPL,Apple,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
MSFT,Microsoft,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
GOOGL,Alphabet,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
NVDA,NVIDIA,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
META,Meta,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
TSLA,Tesla,2023-03-24,quiet_spillover,2023-04-27,-34,AMZN
AAPL,Apple,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
MSFT,Microsoft,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
GOOGL,Alphabet,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
NVDA,NVIDIA,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
META,Meta,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
TSLA,Tesla,2023-03-23,quiet_spillover,2023-04-27,-35,AMZN
AAPL,Apple,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
MSFT,Microsoft,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
GOOGL,Alphabet,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
NVDA,NVIDIA,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
META,Meta,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
TSLA,Tesla,2023-03-22,quiet_spillover,2023-04-27,-36,AMZN
AAPL,Apple,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
MSFT,Microsoft,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
GOOGL,Alphabet,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
NVDA,NVIDIA,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
META,Meta,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
TSLA,Tesla,2023-03-21,quiet_spillover,2023-04-27,-37,AMZN
AAPL,Apple,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
MSFT,Microsoft,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
GOOGL,Alphabet,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
NVDA,NVIDIA,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
META,Meta,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
TSLA,Tesla,2023-02-01,sentiment_spillover,2023-02-02,-1,AMZN
AAPL,Apple,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
MSFT,Microsoft,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
GOOGL,Alphabet,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
NVDA,NVIDIA,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
META,Meta,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
TSLA,Tesla,2023-01-31,sentiment_spillover,2023-02-02,-2,AMZN
AAPL,Apple,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
MSFT,Microsoft,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
GOOGL,Alphabet,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
NVDA,NVIDIA,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
META,Meta,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
TSLA,Tesla,2023-01-30,sentiment_spillover,2023-02-02,-3,AMZN
AAPL,Apple,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
MSFT,Microsoft,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
GOOGL,Alphabet,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
NVDA,NVIDIA,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
META,Meta,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
TSLA,Tesla,2023-01-29,sentiment_spillover,2023-02-02,-4,AMZN
AAPL,Apple,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
MSFT,Microsoft,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
GOOGL,Alphabet,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
NVDA,NVIDIA,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
META,Meta,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
TSLA,Tesla,2023-01-28,sentiment_spillover,2023-02-02,-5,AMZN
AAPL,Apple,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
MSFT,Microsoft,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
GOOGL,Alphabet,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
NVDA,NVIDIA,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
META,Meta,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
TSLA,Tesla,2023-01-27,sentiment_spillover,2023-02-02,-6,AMZN
AAPL,Apple,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
MSFT,Microsoft,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
GOOGL,Alphabet,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
NVDA,NVIDIA,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
META,Meta,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
TSLA,Tesla,2023-01-26,sentiment_spillover,2023-02-02,-7,AMZN
AAPL,Apple,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
MSFT,Microsoft,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
GOOGL,Alphabet,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
NVDA,NVIDIA,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
META,Meta,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
TSLA,Tesla,2023-01-03,quiet_spillover,2023-02-02,-30,AMZN
AAPL,Apple,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
MSFT,Microsoft,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
GOOGL,Alphabet,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
NVDA,NVIDIA,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
META,Meta,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
TSLA,Tesla,2023-01-02,quiet_spillover,2023-02-02,-31,AMZN
AAPL,Apple,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
MSFT,Microsoft,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
GOOGL,Alphabet,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
NVDA,NVIDIA,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
META,Meta,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
TSLA,Tesla,2023-01-01,quiet_spillover,2023-02-02,-32,AMZN
AAPL,Apple,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
MSFT,Microsoft,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
GOOGL,Alphabet,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
NVDA,NVIDIA,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
META,Meta,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
TSLA,Tesla,2022-12-31,quiet_spillover,2023-02-02,-33,AMZN
AAPL,Apple,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
MSFT,Microsoft,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
GOOGL,Alphabet,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
NVDA,NVIDIA,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
META,Meta,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
TSLA,Tesla,2022-12-30,quiet_spillover,2023-02-02,-34,AMZN
AAPL,Apple,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
MSFT,Microsoft,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
GOOGL,Alphabet,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
NVDA,NVIDIA,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
META,Meta,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
TSLA,Tesla,2022-12-29,quiet_spillover,2023-02-02,-35,AMZN
AAPL,Apple,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
MSFT,Microsoft,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
GOOGL,Alphabet,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
NVDA,NVIDIA,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
META,Meta,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
TSLA,Tesla,2022-12-28,quiet_spillover,2023-02-02,-36,AMZN
AAPL,Apple,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
MSFT,Microsoft,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
GOOGL,Alphabet,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
NVDA,NVIDIA,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
META,Meta,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
TSLA,Tesla,2022-12-27,quiet_spillover,2023-02-02,-37,AMZN
AAPL,Apple,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
MSFT,Microsoft,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
GOOGL,Alphabet,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
NVDA,NVIDIA,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
META,Meta,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
TSLA,Tesla,2022-10-26,sentiment_spillover,2022-10-27,-1,AMZN
AAPL,Apple,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
MSFT,Microsoft,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
GOOGL,Alphabet,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
NVDA,NVIDIA,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
META,Meta,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
TSLA,Tesla,2022-10-25,sentiment_spillover,2022-10-27,-2,AMZN
AAPL,Apple,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
MSFT,Microsoft,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
GOOGL,Alphabet,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
NVDA,NVIDIA,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
META,Meta,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
TSLA,Tesla,2022-10-24,sentiment_spillover,2022-10-27,-3,AMZN
AAPL,Apple,2022-10-23,sentiment_spillover,2022-10-27,-4,AMZN
MSFT,Microsoft,2022-10-23,sentiment_spillover,2022-10-27,-4,AMZN
GOOGL,Alphabet,2022-10-23,sentiment_spillover,2022-10-27,-4,AMZN
NVDA,NVIDIA,2022-10-23,sentiment_spillover,2022-10-27,-4,AMZN
META,Meta,2022-10-23,sentiment_spillover,2022-10-27,-4,AMZN
